,Material_Code,Material_Description,Certification,Moulding_Type,Product_Type,Base_Type,Shelflife,Base_Type_Categories,Base_Type_Description,Product_Type_Categories,Product_Type_Description,Moulding_Type_Segments,Moulding_Type_Description
5500,FNN-F220538-04-000,BC LIQUID,HALA,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5501,FNN-F230056-06-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5502,FNN-F240042-05-000,96_BC LIQUID,SPT;HALA,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5503,FNN-HA192E-SPT-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5507,FNN-L210445-25-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5551,FNN-L218169-09-000,BC LIQUID,OREU,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5552,FNN-L220083-01-000,BC LIQUID,1999,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5553,FNN-L220083-02-000,BC LIQUID,1999,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5554,FNN-L220369S50-000,BC CREMA BLANCA AVELLANA LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5559,FNN-L230056-01-000,96_BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5560,FNN-L230056-02-000,96_BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5561,FNN-L230056-03-000,96_BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5562,FNN-L230056-05-000,96_BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5563,FNN-L230056-06-000,96_BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5569,FNN-L240357-01-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5570,FNN-M230056-11-000,96_BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5571,FNN-M230056-12-000,96_BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5572,FNN-M230056-21-000,96_BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5573,FNN-M230056-22-000,96_BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5574,FNN-M240357-04-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5576,FNN-O1239-000,CA LIQUID,1999,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5577,FNN-O1845-000,CA LIQUID,1999,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5579,FNN-R3415-SPT-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5583,FNN-S302-000,BC LIQUID,HALA,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5586,FNN-T1030BIO-000,BC LIQUID,OREU,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5587,FNN-T1535-SPT-000,BC LIQUID,HALA;SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5588,FNN-T188401-01-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5590,FNN-T188401S75-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5599,FNN-T230056-07-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5600,FNN-T230056-08-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5603,FNN-U2911-SPT-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5607,FNN-V1031BIO-000,BC LIQUID,OREU,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5608,FNN-V272E-000,BC LIQUID,HALA,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5609,FNN-W721SPT-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5610,FNW-L180421S04-000,BC LIQUID,SPM,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5611,FNW-L180421S05-000,BC LIQUID,SPM,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5612,FNW-L180421S08-000,BC LIQUID,SPM,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5613,FNW-L180421S09-000,BC LIQUID,SPM,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5614,FNW-L230026-47-000,BC LIQUID,SPT,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5615,FNW-L230026-50-000,BC LIQUID,SPT,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5616,FNW-L230026-51-000,BC LIQUID,SPT,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5617,FNW-L230868-01-000,BC LIQUID,SPM,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5618,FNW-L230868-02-000,BC LIQUID,SPM,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5619,FNW-L230868-03-000,BC LIQUID,SPM,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5620,FNW-M230026-44-000,BC LIQUID,SPT,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5621,FNW-M230026-45-000,BC LIQUID,SPT,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5622,FNW-M230026-46-000,BC LIQUID,SPT,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5623,FNW-M230026-47-000,BC LIQUID,SPT,Liquid,filling non-lauric,White,1,"Chocolate, Compounds","White chocolate made from cocoa butter, sugar, and milk solids.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5624,N05-OH40SPT-000,BC LIQUID,SPT,Liquid,filling non-lauric,Nuts,1,"Chocolate, Compounds, Sweets Specialities","General nuts used as inclusions or toppings, adding crunch and flavor to products.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5625,YYD-7034000-000,BC LIQUID,SPM,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5626,YYD-A1159SPT-000,BC LIQUID,SPT,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5627,YYD-A15ZVE-SPT-000,BC LIQUID,SPT,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5628,YYD-A2354-SPT-000,BC LIQUID,SPT,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5629,YYD-A579-SPM-V-000,BC LIQUID,SPM,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5630,YYD-C5310-SPT-000,BC LIQUID,SPT,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5631,YYD-G9553SPT-000,BC LIQUID,SPT,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5632,YYD-K9510SPM-000,BC LIQUID,SPM,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5633,YYD-L9546SPT-000,BC LIQUID,SPT,Liquid,icecoating,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.","Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5634,YYP-GGH27-000,BC SFT PB INCL COAT'G LIQUID,SPM,Liquid,icecoating,Peanuts,6,"Chocolate, Compounds, Sweets Specialities",Peanuts used in chocolates and compounds for texture and taste enhancement.,"Chocolate, Compound","A standard coating used for ice creams, ensuring good coverage with a smooth finish.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5635,FND-7050741-000,BC LIQUID,SPM,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5636,FND-F20A321-32-000,BC LIQUID,SPM;1001,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5637,FND-F20A321-33-000,BC LIQUID,SPM;1001,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5638,FND-F24A087-01-000,96_FU:FND-F24A087-05-000_BC LIQUID,SPM,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5639,FND-F24A087-05-000,BC LIQUID,SPM,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5640,FND-L24A087-01-000,BC LIQUID,SPM,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5641,FND-L24A087-04-000,BC LIQUID,SPM,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
5642,FND-L24A087-05-000,BC LIQUID,SPM,Liquid,filling non-lauric,Dark,1,"Chocolate, Compounds","High-cocoa dark chocolates, providing intense flavor with low sugar content.",Sweets Specialities,"Filling made without lauric fats, providing a softer, more stable texture.","Bakery and Pastry, Confectionary, Dairy and Drink, Ice cream and Desserts","Often used in industrial processes for enrobing, glazing, or as an ingredient in making confections, pastries, or filled chocolates."
